AGE_x,MP,PLAYER_NAME,PLUSMINUS,LT_06_PCT,FREQ,TEAM_ABBREVIATION_x,season,source_x,POSITION_x,AGE_y,DLEBRON,DDRIP,DDARKO,DBPM,CraftedDPM_x,TEAM_ABBREVIATION_y,source_y,POSITION_y,AGE,VersatilityRating,MatchupDifficulty,CraftedDPM_y,TEAM_ABBREVIATION,POSITION,source
,,Jeff Dowtin Jr.,,,,,2023-24,,,,,,,,,,,,27,58.5,41.2,-0.8 25%,PHI,PG,craftednba
,,Jeff Green,,,,,2023-24,,,,,,,,,,,,38,93.5,41.4,-1.2 10%,HOU,PF,craftednba
30.0,1524.0,Jerami Grant,-7.9%,54.8%,36.1%,POR,2023-24,craftednba,PF,,,,,,,,,,30,83.0,75.8,-0.5 36%,POR,PF,craftednba
,,Jeremiah Robinson-Earl,,,,,2023-24,,,,,,,,,,,,24,86.3,38.8,-1.3 10%,NOP,PF,craftednba
,,Jeremy Sochan,,,,,2023-24,,,,,,,,,,,,21,99.1,88.0,-0.3 44%,SAS,PF,craftednba
26.0,632.0,Jericho Sims,-12.2%,50.5%,36.8%,MIL,2023-24,craftednba,C,,,,,,,,,,26,7.8,31.1,0.8 75%,MIL,C,craftednba
,,Jett Howard,,,,,2023-24,,,,,,,,,,,,21,38.8,28.3,-1 14%,ORL,SF,craftednba
,,Jevon Carter,,,,,2023-24,,,,,,,,,,,,29,16.4,58.3,0.3 62%,CHI,PG,craftednba
,,Jimmy Butler III,,,,,2023-24,,,,,,,,,,,,35,89.5,66.0,0.9 80%,GSW,SF,craftednba
,,Jock Landale,,,,,2023-24,,,,,,,,,,,,29,30.5,26.3,0.9 77%,HOU,C,craftednba
,,Joel Embiid,,,,,2023-24,,,30.0,-0.4,1.3,2.2,-0.3,2.2 95%,PHI,craftednba,C,30,15.2,40.4,2.2 95%,PHI,C,craftednba
,,John Collins,,,,,2023-24,,,,,,,,,,,,27,91.5,52.7,0.1 62%,UTA,PF,craftednba
,,John Konchar,,,,,2023-24,,,,,,,,,,,,28,54.7,47.1,1.7 87%,MEM,SF,craftednba
,,Johnny Furphy,,,,,2023-24,,,,,,,,,,,,20,35.2,13.4,0.6 70%,IND,SF,craftednba
,,Johnny Juzang,,,,,2023-24,,,,,,,,,,,,23,67.3,48.9,-1.4 6%,UTA,SG,craftednba
,,Jonas Valančiūnas,,,,,2023-24,,,,,,,,,,,,32,2.0,46.1,-0.2 38%,SAC,C,craftednba
27.0,1090.0,Jonathan Isaac,-11.8%,51.9%,43.7%,ORL,2023-24,craftednba,PF,27.0,2.6,1.1,2.3,1.8,3 99%,ORL,craftednba,PF,27,68.2,49.5,3 99%,ORL,PF,craftednba
,,Jonathan Kuminga,,,,,2023-24,,,,,,,,,,,,22,68.8,56.6,-0.5 38%,GSW,SF,craftednba
,,Jonathan Mogbo,,,,,2023-24,,,,,,,,,,,,23,87.7,50.8,0.8 78%,TOR,PF,craftednba
,,Jordan Clarkson,,,,,2023-24,,,,,,,,,,,,32,41.5,53.9,-2.5 1%,UTA,SG,craftednba
,,Jordan Goodwin,,,,,2023-24,,,,,,,,,,,,26,85.9,54.0,1 77%,LAL,PG,craftednba
,,Jordan Hawkins,,,,,2023-24,,,,,,,,,,,,22,58.3,45.4,-2.6 1%,NOP,SG,craftednba
,,Jordan McLaughlin,,,,,2023-24,,,,,,,,,,,,28,13.5,28.2,1.2 83%,SAS,PG,craftednba
,,Jordan Miller,,,,,2023-24,,,,,,,,,,,,25,72.9,32.4,-0.6 26%,LAC,SF,craftednba
,,Jordan Poole,,,,,2023-24,,,,,,,,,,,,25,43.7,38.7,-1.7 5%,WAS,SG,craftednba
,,Jordan Walsh,,,,,2023-24,,,,,,,,,,,,20,97.8,21.9,0.9 74%,BOS,SF,craftednba
,,Jose Alvarado,,,,,2023-24,,,,,,,,,,,,26,28.3,66.7,1 72%,NOP,PG,craftednba
,,Josh Giddey,,,,,2023-24,,,,,,,,,,,,22,71.1,51.4,-0.5 36%,CHI,SF,craftednba
,,Josh Green,,,,,2023-24,,,,,,,,,,,,24,45.7,93.7,0 56%,CHA,SG,craftednba
,,Josh Hart,,,,,2023-24,,,,,,,,,,,,29,76.7,50.2,1.2 83%,NYK,SF,craftednba
,,Josh Minott,,,,,2023-24,,,,,,,,,,,,22,79.4,23.9,1 79%,MIN,PF,craftednba
,,Josh Okogie,,,,,2023-24,,,26.0,0.7,1.2,1.9,1.6,2 94%,CHA,craftednba,SF,26,91.0,76.6,2 94%,CHA,SF,craftednba
,,Jrue Holiday,,,,,2023-24,,,,,,,,,,,,34,85.2,79.9,1.4 87%,BOS,PG,craftednba
,,Julian Champagnie,,,,,2023-24,,,,,,,,,,,,23,75.6,57.0,-0.6 27%,SAS,SF,craftednba
,,Julian Phillips,,,,,2023-24,,,,,,,,,,,,21,70.4,42.5,-0.1 61%,CHI,SF,craftednba
,,Julian Strawther,,,,,2023-24,,,,,,,,,,,,22,37.0,33.8,-1.7 6%,DEN,SF,craftednba
,,Julius Randle,,,,,2023-24,,,,,,,,,,,,30,49.8,56.2,-0.7 28%,MIN,PF,craftednba
23.0,1340.0,Justin Champagnie,-9.3%,53.9%,38.4%,WAS,2023-24,craftednba,SF,,,,,,,,,,23,97.3,56.5,0.2 61%,WAS,SF,craftednba
,,Justin Edwards,,,,,2023-24,,,,,,,,,,,,21,81.8,58.4,-1.9 2%,PHI,SF,craftednba
,,Jusuf Nurkić,,,,,2023-24,,,30.0,1.6,1.1,3.0,0.9,3.2 99%,CHA,craftednba,C,30,4.0,55.7,3.2 99%,CHA,C,craftednba
,,KJ Martin,,,,,2023-24,,,,,,,,,,,,24,82.3,50.1,-0.6 21%,UTA,SF,craftednba
,,KJ Simpson,,,,,2023-24,,,,,,,,,,,,22,39.9,52.6,-1.2 11%,CHA,PG,craftednba
,,Kai Jones,,,,,2023-24,,,,,,,,,,,,24,13.7,28.5,0.3 65%,DAL,C,craftednba
,,Karl-Anthony Towns,,,,,2023-24,,,,,,,,,,,,29,4.7,45.4,0.2 64%,NYK,C,craftednba
,,Karlo Matković,,,,,2023-24,,,,,,,,,,,,23,11.7,34.9,0.2 61%,NOP,C,craftednba
,,Kawhi Leonard,,,,,2023-24,,,33.0,0.1,1.8,1.6,0.6,1.7 90%,LAC,craftednba,SF,33,87.2,52.4,1.7 90%,LAC,SF,craftednba
,,Keaton Wallace,,,,,2023-24,,,,,,,,,,,,25,17.3,53.3,0 64%,ATL,PG,craftednba
24.0,2610.0,Keegan Murray,-9.1%,53.7%,36.4%,SAC,2023-24,craftednba,PF,,,,,,,,,,24,88.8,81.2,0.1 67%,SAC,PF,craftednba
,,Keion Brooks Jr.,,,,,2023-24,,,,,,,,,,,,24,37.2,26.8,-0.6 21%,NOP,SF,craftednba
,,Kel'el Ware,,,,,2023-24,,,,,,,,,,,,20,5.4,34.0,1.1 83%,MIA,C,craftednba
,,Keldon Johnson,,,,,2023-24,,,,,,,,,,,,25,81.4,43.5,-2.1 3%,SAS,SF,craftednba
,,Kelly Olynyk,,,,,2023-24,,,,,,,,,,,,33,66.4,41.0,0.9 75%,NOP,C,craftednba
,,Kelly Oubre Jr.,,,,,2023-24,,,,,,,,,,,,29,96.6,72.2,-0.6 31%,PHI,SF,craftednba
,,Kenrich Williams,,,,,2023-24,,,,,,,,,,,,30,97.5,39.0,1.7 89%,OKC,SF,craftednba
,,Kentavious Caldwell-Pope,,,,,2023-24,,,31.0,0.8,0.7,1.8,1.6,1.8 91%,ORL,craftednba,SG,31,31.6,76.8,1.8 91%,ORL,SG,craftednba
,,Keon Ellis,,,,,2023-24,,,25.0,1.4,2.5,1.3,2.0,2.2 95%,SAC,craftednba,SG,25,21.1,86.1,2.2 95%,SAC,SG,craftednba
,,Keon Johnson,,,,,2023-24,,,,,,,,,,,,22,45.3,70.3,-0.6 24%,BKN,SG,craftednba
,,Kessler Edwards,,,,,2023-24,,,,,,,,,,,,24,98.9,54.7,-0.2 46%,DAL,SF,craftednba
,,Kevin Durant,,,,,2023-24,,,,,,,,,,,,36,41.9,49.9,-0.4 39%,PHX,PF,craftednba
,,Kevin Huerter,,,,,2023-24,,,,,,,,,,,,26,54.9,49.2,0.2 63%,CHI,SG,craftednba
,,Kevin Love,,,,,2023-24,,,,,,,,,,,,36,19.7,46.1,0.5 69%,MIA,PF,craftednba
,,Kevin Porter Jr.,,,,,2023-24,,,,,,,,,,,,24,72.0,50.3,0.2 67%,MIL,SG,craftednba
28.0,1142.0,Kevon Looney,-11.2%,51.3%,37%,GSW,2023-24,craftednba,C,28.0,1.7,0.7,1.4,1.3,2.1 95%,GSW,craftednba,C,28,10.8,50.8,2.1 95%,GSW,C,craftednba
,,Khris Middleton,,,,,2023-24,,,,,,,,,,,,33,64.6,36.8,-0.1 52%,WAS,SF,craftednba
,,Klay Thompson,,,,,2023-24,,,,,,,,,,,,34,67.7,57.6,-1.6 6%,DAL,SG,craftednba
,,Kobe Brown,,,,,2023-24,,,,,,,,,,,,25,72.2,25.0,-0.1 47%,LAC,PF,craftednba
,,Kris Dunn,,,,,2023-24,,,30.0,2.1,2.3,1.9,3.4,2.9 98%,LAC,craftednba,PG,30,73.3,86.8,2.9 98%,LAC,PG,craftednba
24.0,1040.0,Kris Murray,-10.5%,52.1%,48.4%,POR,2023-24,craftednba,PF,,,,,,,,,,24,87.0,41.2,0.7 78%,POR,PF,craftednba
29.0,1210.0,Kristaps Porziņģis,-15.6%,47.7%,39.2%,BOS,2023-24,craftednba,C,29.0,1.0,1.6,1.7,1.2,2.3 96%,BOS,craftednba,C,29,65.2,45.7,2.3 96%,BOS,C,craftednba
,,Kyle Anderson,,,,,2023-24,,,,,,,,,,,,31,90.1,42.2,1.5 88%,MIA,PF,craftednba
,,Kyle Filipowski,,,,,2023-24,,,,,,,,,,,,21,54.3,42.8,-0.6 24%,UTA,PF,craftednba
,,Kyle Kuzma,,,,,2023-24,,,,,,,,,,,,29,73.8,64.3,-1 12%,MIL,PF,craftednba
,,Kyle Lowry,,,,,2023-24,,,,,,,,,,,,38,57.4,41.9,1.3 83%,PHI,PG,craftednba
,,Kyrie Irving,,,,,2023-24,,,,,,,,,,,,32,46.2,66.9,-0.5 38%,DAL,PG,craftednba
,,Kyshawn George,,,,,2023-24,,,,,,,,,,,,21,84.3,53.3,0.6 74%,WAS,SF,craftednba
,,LaMelo Ball,,,,,2023-24,,,,,,,,,,,,23,57.2,46.0,-1.8 5%,CHA,PG,craftednba
,,Landry Shamet,,,,,2023-24,,,,,,,,,,,,27,24.2,37.9,-0.4 41%,NYK,SG,craftednba
,,Larry Nance Jr.,,,,,2023-24,,,,,,,,,,,,32,29.6,45.8,1.2 82%,ATL,C,craftednba
,,Lauri Markkanen,,,,,2023-24,,,,,,,,,,,,27,95.7,67.2,-1 20%,UTA,PF,craftednba
,,LeBron James,,,,,2023-24,,,,,,,,,,,,40,88.1,49.9,0.1 57%,LAL,PF,craftednba
,,Lindy Waters III,,,,,2023-24,,,,,,,,,,,,27,42.2,51.4,-0.2 40%,DET,SG,craftednba
,,Lonnie Walker IV,,,,,2023-24,,,,,,,,,,,,26,23.1,35.8,-1.5 7%,PHI,SG,craftednba
,,Lonzo Ball,,,,,2023-24,,,27.0,0.8,1.4,1.4,1.7,1.9 91%,CHI,craftednba,PG,27,46.0,78.1,1.9 91%,CHI,PG,craftednba
,,Luguentz Dort,,,,,2023-24,,,,,,,,,,,,25,81.2,96.8,1.2 82%,OKC,SG,craftednba
,,Luka Dončić,,,,,2023-24,,,,,,,,,,,,25,86.5,44.3,1.2 83%,LAL,SF,craftednba
,,Luke Kennard,,,,,2023-24,,,,,,,,,,,,28,26.7,39.8,-1.2 13%,MEM,SG,craftednba
29.0,1361.0,Luke Kornet,-11.9%,50.5%,38.8%,BOS,2023-24,craftednba,C,29.0,1.6,0.8,1.9,1.7,2.4 95%,BOS,craftednba,C,29,59.0,35.5,2.4 95%,BOS,C,craftednba
,,Malaki Branham,,,,,2023-24,,,,,,,,,,,,21,48.4,29.0,-2.2 2%,SAS,SG,craftednba
,,Malcolm Brogdon,,,,,2023-24,,,,,,,,,,,,32,54.0,64.7,-0.9 17%,WAS,PG,craftednba
,,Malik Beasley,,,,,2023-24,,,,,,,,,,,,28,30.7,52.2,-0.7 22%,DET,SG,craftednba
,,Malik Monk,,,,,2023-24,,,,,,,,,,,,26,26.2,49.3,-1 13%,SAC,SG,craftednba
23.0,253.0,Marcus Bagley,-7.6%,53.7%,37.6%,PHI,2023-24,craftednba,SF,,,,,,,,,,23,62.8,17.7,-0.2 45%,PHI,SF,craftednba
,,Marcus Sasser,,,,,2023-24,,,,,,,,,,,,24,12.1,47.0,-0.4 33%,DET,PG,craftednba
,,Marcus Smart,,,,,2023-24,,,,,,,,,,,,30,70.2,66.1,0.7 75%,WAS,PG,craftednba
,,Mark Williams,,,,,2023-24,,,,,,,,,,,,23,16.8,44.1,0.5 66%,CHA,C,craftednba
25.0,265.0,Marvin Bagley III,-16.6%,50%,31.5%,MEM,2023-24,craftednba,PF,,,,,,,,,,25,9.9,33.4,0.1 58%,MEM,PF,craftednba
,,Mason Plumlee,,,,,2023-24,,,,,,,,,,,,34,7.0,51.1,1.5 85%,PHX,C,craftednba
20.0,1511.0,Matas Buzelis,-8.5%,54%,45.1%,CHI,2023-24,craftednba,PF,,,,,,,,,,20,83.2,44.4,0 55%,CHI,PF,craftednba
,,Matisse Thybulle,,,,,2023-24,,,27.0,1.5,1.7,1.6,5.1,2.3 98%,POR,craftednba,SF,27,61.4,57.6,2.3 98%,POR,SF,craftednba
,,Max Christie,,,,,2023-24,,,,,,,,,,,,21,57.8,73.2,-0.6 24%,DAL,SG,craftednba
,,Max Strus,,,,,2023-24,,,,,,,,,,,,28,53.8,69.0,0 57%,CLE,SG,craftednba
,,Maxi Kleber,,,,,2023-24,,,,,,,,,,,,33,91.9,62.6,0.7 75%,LAL,C,craftednba
,,Maxwell Lewis,,,,,2023-24,,,,,,,,,,,,22,74.0,22.5,-0.4 27%,BKN,SG,craftednba
,,Micah Potter,,,,,2023-24,,,,,,,,,,,,26,82.1,36.9,-0.1 44%,UTA,C,craftednba
,,Michael Porter Jr.,,,,,2023-24,,,,,,,,,,,,26,73.1,41.4,-0.7 23%,DEN,PF,craftednba
,,Mikal Bridges,,,,,2023-24,,,,,,,,,,,,28,35.4,82.6,-0.2 45%,NYK,SF,craftednba
,,Mike Conley,,,,,2023-24,,,,,,,,,,,,37,33.4,50.0,1.2 82%,MIN,PG,craftednba
,,Miles Bridges,,,,,2023-24,,,,,,,,,,,,26,63.7,54.7,-0.6 23%,CHA,SF,craftednba
,,Miles McBride,,,,,2023-24,,,,,,,,,,,,24,29.8,58.2,0.8 73%,NYK,PG,craftednba
,,Mitchell Robinson,,,,,2023-24,,,26.0,1.1,0.5,2.0,1.8,2.1 93%,NYK,craftednba,C,26,2.2,30.5,2.1 93%,NYK,C,craftednba
,,Monté Morris,,,,,2023-24,,,,,,,,,,,,29,27.1,38.2,-0.2 43%,PHX,PG,craftednba
,,Moritz Wagner,,,,,2023-24,,,,,,,,,,,,27,17.7,34.3,0.4 68%,ORL,C,craftednba
,,Moses Moody,,,,,2023-24,,,,,,,,,,,,22,74.7,58.4,0.1 63%,GSW,SG,craftednba
22.0,533.0,Mouhamed Gueye,-8.6%,54.4%,41.4%,ATL,2023-24,craftednba,C,22.0,2.1,2.3,1.0,1.0,1.8 91%,ATL,craftednba,C,22,61.2,30.1,1.8 91%,ATL,C,craftednba
,,Moussa Diabaté,,,,,2023-24,,,,,,,,,,,,23,29.4,50.0,0.6 71%,CHA,C,craftednba
,,Myles Turner,,,,,2023-24,,,,,,,,,,,,28,0.7,47.6,1.7 89%,IND,C,craftednba
,,Naji Marshall,,,,,2023-24,,,,,,,,,,,,27,96.4,66.2,0 50%,DAL,SF,craftednba
,,Naz Reid,,,,,2023-24,,,,,,,,,,,,25,68.6,40.1,1.4 81%,MIN,C,craftednba
,,Neemias Queta,,,,,2023-24,,,,,,,,,,,,25,72.4,31.1,0.8 76%,BOS,C,craftednba
,,Nic Claxton,,,,,2023-24,,,,,,,,,,,,25,5.8,54.1,1.4 85%,BKN,C,craftednba
,,Nick Richards,,,,,2023-24,,,,,,,,,,,,27,10.1,52.4,-0.5 23%,PHX,C,craftednba
,,Nick Smith Jr.,,,,,2023-24,,,,,,,,,,,,20,45.5,48.3,-2.7 4%,CHA,SG,craftednba
,,Nickeil Alexander-Walker,,,,,2023-24,,,,,,,,,,,,26,34.8,65.2,0.7 73%,MIN,SG,craftednba
,,Nicolas Batum,,,,,2023-24,,,36.0,1.3,0.6,1.5,2.0,2.1 92%,LAC,craftednba,SF,36,96.9,49.8,2.1 92%,LAC,SF,craftednba
,,Nikola Jokić,,,,,2023-24,,,29.0,0.5,1.5,1.3,3.3,2.2 93%,DEN,craftednba,C,29,3.6,45.6,2.2 93%,DEN,C,craftednba
,,Nikola Jović,,,,,2023-24,,,,,,,,,,,,21,88.3,43.6,0.7 74%,MIA,PF,craftednba
,,Nikola Vučević,,,,,2023-24,,,,,,,,,,,,34,1.1,50.6,-0.5 39%,CHI,C,craftednba
,,Noah Clowney,,,,,2023-24,,,,,,,,,,,,20,91.3,44.2,-0.6 28%,BKN,PF,craftednba
,,Norman Powell,,,,,2023-24,,,,,,,,,,,,31,42.6,48.4,-0.3 46%,LAC,SG,craftednba
,,OG Anunoby,,,,,2023-24,,,,,,,,,,,,27,63.2,73.8,1.4 85%,NYK,SF,craftednba
,,Obi Toppin,,,,,2023-24,,,,,,,,,,,,26,63.5,34.5,-1.2 12%,IND,PF,craftednba
,,Ochai Agbaji,,,,,2023-24,,,,,,,,,,,,24,86.1,81.7,0 54%,TOR,SG,craftednba
,,Olivier-Maxence Prosper,,,,,2023-24,,,,,,,,,,,,22,98.0,47.7,-0.1 50%,DAL,PF,craftednba
,,Onyeka Okongwu,,,,,2023-24,,,,,,,,,,,,24,10.5,52.5,0.8 76%,ATL,C,craftednba
,,Orlando Robinson,,,,,2023-24,,,,,,,,,,,,24,14.1,23.0,0.1 56%,TOR,C,craftednba
,,Oscar Tshiebwe,,,,,2023-24,,,,,,,,,,,,25,6.1,35.9,-0.3 39%,UTA,C,craftednba
,,Oso Ighodaro,,,,,2023-24,,,,,,,,,,,,22,21.7,46.5,1.3 84%,PHX,C,craftednba
,,Ousmane Dieng,,,,,2023-24,,,,,,,,,,,,21,79.6,20.5,0.3 65%,OKC,SF,craftednba
,,P.J. Washington,,,,,2023-24,,,,,,,,,,,,26,96.2,76.5,1.1 78%,DAL,PF,craftednba
,,Paolo Banchero,,,,,2023-24,,,,,,,,,,,,22,41.3,48.4,-0.6 30%,ORL,PF,craftednba
,,Pascal Siakam,,,,,2023-24,,,,,,,,,,,,30,47.1,49.2,0.4 69%,IND,PF,craftednba
,,Pat Connaughton,,,,,2023-24,,,,,,,,,,,,32,69.1,38.2,-0.3 34%,MIL,SG,craftednba
,,Pat Spencer,,,,,2023-24,,,,,,,,,,,,28,43.5,33.0,-0.3 40%,GSW,SG,craftednba
,,Patrick Williams,,,,,2023-24,,,,,,,,,,,,23,65.5,67.6,-0.4 45%,CHI,SF,craftednba
,,Patty Mills,,,,,2023-24,,,,,,,,,,,,36,30.3,39.9,-0.4 37%,LAC,PG,craftednba
,,Paul George,,,,,2023-24,,,,,,,,,,,,34,80.3,48.8,1.6 88%,PHI,SF,craftednba
25.0,438.0,Paul Reed,-10.8%,52.8%,45.6%,DET,2023-24,craftednba,PF,25.0,2.7,0.9,1.6,4.0,2.5 97%,DET,craftednba,PF,25,10.3,35.4,2.5 97%,DET,PF,craftednba
,,Payton Pritchard,,,,,2023-24,,,,,,,,,,,,27,26.9,53.8,-0.4 40%,BOS,PG,craftednba
,,Pelle Larsson,,,,,2023-24,,,,,,,,,,,,23,62.1,54.6,0.3 65%,MIA,SG,craftednba
,,Peyton Watson,,,,,2023-24,,,,,,,,,,,,22,96.0,69.5,1.1 79%,DEN,SF,craftednba
,,Precious Achiuwa,,,,,2023-24,,,,,,,,,,,,25,34.3,42.7,0.2 62%,NYK,PF,craftednba
,,Quentin Grimes,,,,,2023-24,,,,,,,,,,,,24,49.6,59.3,-0.9 15%,PHI,SG,craftednba
,,Quenton Jackson,,,,,2023-24,,,,,,,,,,,,26,39.2,55.1,-0.6 34%,IND,PG,craftednba
,,Quinten Post,,,,,2023-24,,,,,,,,,,,,24,18.4,34.1,-0.6 35%,GSW,C,craftednba
,,RJ Barrett,,,,,2023-24,,,,,,,,,,,,24,49.1,54.1,-1.7 8%,TOR,SF,craftednba
,,Rayan Rupert,,,,,2023-24,,,,,,,,,,,,20,61.0,31.8,-1.3 17%,POR,SG,craftednba
,,Reece Beekman,,,,,2023-24,,,,,,,,,,,,23,31.4,44.3,0.1 65%,BKN,PG,craftednba
,,Reed Sheppard,,,,,2023-24,,,,,,,,,,,,20,38.3,37.5,0.2 56%,HOU,PG,craftednba
31.0,534.0,Richaun Holmes,-10.5%,52.9%,40%,WAS,2023-24,craftednba,C,,,,,,,,,,31,0.2,32.3,0.8 74%,WAS,C,craftednba
,,Ricky Council IV,,,,,2023-24,,,,,,,,,,,,23,80.0,39.2,-1.2 13%,PHI,SG,craftednba
,,Rob Dillingham,,,,,2023-24,,,,,,,,,,,,20,18.8,39.7,-1.6 8%,MIN,PG,craftednba
,,Robert Williams III,,,,,2023-24,,,27.0,3.1,1.2,2.0,3.2,2.4 96%,POR,craftednba,C,27,14.3,47.7,2.4 96%,POR,C,craftednba
,,Ronald Holland II,,,,,2023-24,,,,,,,,,,,,19,78.0,42.7,0.2 61%,DET,SG,craftednba
,,Royce O'Neale,,,,,2023-24,,,,,,,,,,,,31,82.5,66.0,0.7 69%,PHX,SF,craftednba
32.0,2388.0,Rudy Gobert,-9.8%,53.7%,36.5%,MIN,2023-24,craftednba,C,32.0,1.9,2.6,3.5,1.3,3.8 99%,MIN,craftednba,C,32,2.5,48.1,3.8 99%,MIN,C,craftednba
,,Rui Hachimura,,,,,2023-24,,,,,,,,,,,,26,87.4,63.7,0.1 59%,LAL,PF,craftednba
,,Russell Westbrook,,,,,2023-24,,,,,,,,,,,,36,77.8,65.6,-0.8 19%,DEN,PG,craftednba
,,Ryan Dunn,,,,,2023-24,,,,,,,,,,,,22,90.8,89.9,-0.1 54%,PHX,PF,craftednba
,,Ryan Rollins,,,,,2023-24,,,,,,,,,,,,22,13.0,46.8,1.7 87%,MIL,PG,craftednba
,,Sam Hauser,,,,,2023-24,,,,,,,,,,,,27,57.6,42.8,0.1 59%,BOS,SF,craftednba
,,Sam Merrill,,,,,2023-24,,,,,,,,,,,,28,31.2,44.6,0.8 76%,CLE,SG,craftednba
,,Sandro Mamukelashvili,,,,,2023-24,,,,,,,,,,,,25,78.7,22.7,0.2 48%,SAS,PF,craftednba
,,Santi Aldama,,,,,2023-24,,,,,,,,,,,,24,75.3,47.8,0.2 49%,MEM,PF,craftednba
,,Scoot Henderson,,,,,2023-24,,,,,,,,,,,,20,46.4,44.5,-1.7 5%,POR,PG,craftednba
,,Scottie Barnes,,,,,2023-24,,,,,,,,,,,,23,76.0,65.4,1 80%,TOR,SF,craftednba
,,Scotty Pippen Jr.,,,,,2023-24,,,24.0,0.7,1.7,1.2,1.8,1.8 90%,MEM,craftednba,PG,24,18.6,74.9,1.8 90%,MEM,PG,craftednba
,,Seth Curry,,,,,2023-24,,,,,,,,,,,,34,28.5,40.5,-0.6 29%,CHA,SG,craftednba
,,Shaedon Sharpe,,,,,2023-24,,,,,,,,,,,,21,59.9,44.2,-2.1 4%,POR,SG,craftednba
,,Shai Gilgeous-Alexander,,,,,2023-24,,,,,,,,,,,,26,77.6,43.8,1.8 89%,OKC,PG,craftednba
,,Shake Milton,,,,,2023-24,,,,,,,,,,,,28,60.3,37.2,-0.7 28%,LAL,SG,craftednba
,,Simone Fontecchio,,,,,2023-24,,,,,,,,,,,,29,70.0,36.0,-0.5 31%,DET,PF,craftednba
,,Spencer Dinwiddie,,,,,2023-24,,,,,,,,,,,,31,69.5,51.5,-1 16%,DAL,PG,craftednba
,,Stephen Curry,,,,,2023-24,,,,,,,,,,,,36,41.7,40.9,-0.9 20%,GSW,PG,craftednba
,,Stephon Castle,,,,,2023-24,,,,,,,,,,,,20,35.7,87.8,-1.9 3%,SAS,SG,craftednba
,,Steven Adams,,,,,2023-24,,,31.0,0.4,0.5,2.8,0.3,1.7 90%,HOU,craftednba,C,31,12.3,36.9,1.7 90%,HOU,C,craftednba
,,Svi Mykhailiuk,,,,,2023-24,,,,,,,,,,,,27,71.7,52.2,-0.6 20%,UTA,SG,craftednba
,,T.J. McConnell,,,,,2023-24,,,,,,,,,,,,32,17.5,50.4,-0.3 45%,IND,PG,craftednba
39.0,409.0,Taj Gibson,-12.3%,49.3%,36.7%,CHA,2023-24,craftednba,C,,,,,,,,,,39,8.5,33.2,1 78%,CHA,C,craftednba
,,Talen Horton-Tucker,,,,,2023-24,,,,,,,,,,,,24,78.9,37.0,-0.6 29%,CHI,SG,craftednba
,,Tari Eason,,,,,2023-24,,,23.0,1.6,1.0,1.7,2.6,2.5 96%,HOU,craftednba,PF,23,98.4,63.1,2.5 96%,HOU,PF,craftednba
,,Taurean Prince,,,,,2023-24,,,,,,,,,,,,30,76.2,65.2,-0.3 35%,MIL,SF,craftednba
,,Terance Mann,,,,,2023-24,,,,,,,,,,,,28,69.3,56.3,-1.3 9%,ATL,SF,craftednba
,,Terrence Shannon Jr.,,,,,2023-24,,,,,,,,,,,,24,59.4,33.3,-0.5 34%,MIN,SG,craftednba
,,Terry Rozier,,,,,2023-24,,,,,,,,,,,,30,25.6,61.2,-1.1 15%,MIA,PG,craftednba
,,Thomas Bryant,,,,,2023-24,,,,,,,,,,,,27,1.3,37.9,0 48%,IND,C,craftednba
,,Tidjane Salaün,,,,,2023-24,,,,,,,,,,,,19,81.6,36.4,0 41%,CHA,PF,craftednba
,,Tim Hardaway Jr.,,,,,2023-24,,,,,,,,,,,,32,36.8,60.2,-1.1 10%,DET,SG,craftednba
,,Tobias Harris,,,,,2023-24,,,,,,,,,,,,32,56.1,51.2,1.6 86%,DET,PF,craftednba
34.0,314.0,Torrey Craig,-10.8%,53.2%,34.3%,BOS,2023-24,craftednba,PF,,,,,,,,,,34,95.1,52.2,-0.7 34%,BOS,PF,craftednba
,,Tosan Evbuomwan,,,,,2023-24,,,,,,,,,,,,23,93.3,39.4,0 53%,BKN,SF,craftednba
,,Toumani Camara,,,,,2023-24,,,24.0,0.5,1.4,1.2,0.8,1.9 92%,POR,craftednba,PF,24,92.2,94.3,1.9 92%,POR,PF,craftednba
,,Trae Young,,,,,2023-24,,,,,,,,,,,,26,25.3,35.6,-2.5 1%,ATL,PG,craftednba
,,Trayce Jackson-Davis,,,,,2023-24,,,,,,,,,,,,24,4.9,53.8,0.4 65%,GSW,C,craftednba
,,Tre Jones,,,,,2023-24,,,,,,,,,,,,25,22.2,63.6,0.4 68%,CHI,PG,craftednba
,,Tre Mann,,,,,2023-24,,,,,,,,,,,,23,36.5,50.9,-0.9 20%,CHA,PG,craftednba
,,Trendon Watford,,,,,2023-24,,,,,,,,,,,,24,93.7,35.5,-0.1 45%,BKN,PF,craftednba
,,Trevelin Queen,,,,,2023-24,,,,,,,,,,,,27,55.4,56.3,0.7 72%,ORL,SG,craftednba
,,Trey Lyles,,,,,2023-24,,,,,,,,,,,,29,78.5,44.1,0.2 62%,SAC,PF,craftednba
,,Trey Murphy III,,,,,2023-24,,,,,,,,,,,,24,84.5,65.8,-1 18%,NOP,SF,craftednba
,,Tristan Thompson,,,,,2023-24,,,,,,,,,,,,33,12.8,10.4,0.4 71%,CLE,C,craftednba
