column,old_mean,new_mean,rel_diff
2P,124.05656934306569,123.85171790235081,0.0016512744290741958
2PA,227.13503649635035,226.88426763110309,0.0011040518852374187
3P,54.37043795620438,54.162748643761304,0.003819894049968171
3P%,31.68053333333333,31.76043396226415,0.0025220733530627536
3PA,148.43613138686132,147.82097649186258,0.004144239608316715
AST%,13.995542635658914,14.049136276391556,0.003829336391437055
AST_per_36,3.5729014598540147,3.581066907775768,0.0022853829061618707
Age,26.125912408759124,26.188065099457503,0.002378967276853441
BLK,21.76094890510949,21.620253164556964,0.0064655149536923424
BLK%,2.00484496124031,1.9963531669865642,0.004235636379826573
BPM,-1.5930232558139534,-1.6055662188099808,0.007873684800421027
DBPM,-0.12674418604651164,-0.13301343570057583,0.04946380460965752
DRB,139.5310218978102,138.7631103074141,0.00550351871541867
DRB%,14.601937984496123,14.569097888675623,0.0022490230992191934
DWS,1.0862403100775193,1.0785028790786948,0.007123130054219042
FG,178.42700729927006,178.01446654611212,0.002312098148157567
FGA,375.5711678832117,374.70524412296567,0.002305618306981627
FT%,74.43450191570881,74.53355513307984,0.0013307433357074782
FTA,92.3448905109489,92.24050632911393,0.0011303731181813016
GP,44.806569343065696,44.69620253164557,0.002463183703601409
GS,21.23722627737226,21.16636528028933,0.003336640866252331
MP,1014.1131386861314,1011.1916817359855,0.0028807998227208084
OBPM,-1.4645348837209302,-1.4708253358925143,0.004295187667771827
ORB,44.3978102189781,44.16998191681736,0.005131521150188309
ORB%,5.301744186046512,5.284644913627639,0.0032252164229032623
OWS,1.1622093023255815,1.1608445297504797,0.0011742915603667329
Offensive_Load%,6.776642335766424,6.720108499095842,0.00834245543286155
PER,12.89748062015504,12.878119001919385,0.0015011938227219748
PF,78.75182481751825,78.49547920433996,0.0032551069612963435
PTS,483.68430656934305,482.625678119349,0.002188676447872874
PTS_per_36,14.800748175182482,14.776546112115733,0.001635191868700851
Player_Poss,470.6098540145985,469.6527305605787,0.002033793907745382
Playmaking_Usage%,0.48200729927007296,0.4792224231464738,0.005777663798474989
STL,31.30109489051095,31.189873417721518,0.0035532773910456677
STL%,1.5540697674418602,1.5516314779270635,0.0015689704322662552
Salary_Cap_Inflated,136021000.0,130643139.04999997,0.03953699024415372
Scoring_Usage%,4.8414781021897815,4.797323688969259,0.009120027456189981
TOV%,12.045930232558138,12.062188099808061,0.00134965643466698
TRB,183.92883211678833,182.93309222423147,0.005413723781623266
TRB%,9.93643410852713,9.910940499040306,0.0025656698578561685
TRB_per_36,6.526970802919708,6.513074141048825,0.002129113533749044
TeamID,1466598107.9470804,1462075228.6274865,0.0030839255110760764
Team_Poss,8584.88605839416,8638.835587703436,0.00628424523544189
Tm_AST,2043.3576642335765,2061.4177215189875,0.008838421976499604
Tm_DRB,2538.2098540145985,2544.8625678119347,0.002621025911948868
Tm_FG,3247.6989051094893,3266.3381555153705,0.0057392175046020455
Tm_FGA,6850.928832116789,6892.113924050633,0.006011607030680345
Tm_FTA,1680.3813868613138,1692.010849909584,0.006920728317511461
Tm_MP,18493.63686131387,18592.962025316454,0.005370775080501291
Tm_ORB,809.4525547445255,812.1844484629295,0.0033749893089980885
Tm_TOV,994.5894160583941,1002.2368896925859,0.007689076025460921
Tm_TRB,3347.662408759124,3357.0470162748643,0.00280333151012646
True_Usage%,5.956058394160584,5.903634719710669,0.008801739502974469
Turnover_Usage%,0.6325729927007299,0.6270886075949367,0.008669964050107937
USG%,18.018992248062013,17.992514395393474,0.0014694413707506087
VORP,0.517829457364341,0.5142034548944338,0.007002310158939192
WS,2.249806201550388,2.2406909788867564,0.004051559044217221
WS/48,0.07802325581395349,0.07785028790786949,0.0022168762925533487
Years_of_Service,6.213893967093236,6.267631103074141,0.008647900377037401
