column,old_mean,new_mean,rel_diff
2P,117.74368231046931,118.2018018018018,0.0038908201471439655
2PA,215.81949458483754,216.62702702702703,0.0037417029622041063
BLK,20.509025270758123,20.634234234234235,0.006105066516965557
BLK%,1.9426666666666668,1.9503802281368823,0.003970604737583154
BPM,-1.468190476190476,-1.455133079847909,0.008893530202183511
DBPM,-0.16095238095238093,-0.15779467680608364,0.019618871914742937
DRB,137.9693140794224,138.40540540540542,0.0031607849099835935
DRB%,14.728380952380952,14.755703422053232,0.001855089826954866
DWS,1.071238095238095,1.0749049429657793,0.0034229997457902173
FG,174.87003610108303,175.27567567567567,0.0023196631260381283
FGA,374.1462093862816,374.8378378378378,0.0018485512727515973
FT,70.43862815884476,70.76756756756757,0.004669872445286893
FTA,90.35740072202167,90.77297297297298,0.0045992054622043515
GS,21.149819494584836,21.18738738738739,0.0017762748666564248
OBPM,-1.3055238095238095,-1.2956273764258555,0.0075804309548029
ORB,46.44404332129964,46.574774774774774,0.0028148163709764305
ORB%,5.566857142857143,5.573574144486692,0.0012066057125547814
OWS,1.1725714285714284,1.1773764258555133,0.004097829067807702
Offensive_Load%,6.689368231046931,6.674648648648648,0.0022004443304471737
PER,13.235047619047618,13.259885931558937,0.0018767074532901776
PTS,477.3050541516246,478.3927927927928,0.0022789170818683633
PTS_per_36,15.093682310469314,15.115207207207208,0.0014260865105768436
Player_Poss,470.3258483754513,471.2662342342343,0.0019994347791667238
Playmaking_Usage%,0.4714620938628159,0.4696036036036036,0.003941971758495483
STL,34.3014440433213,34.33693693693694,0.0010347346767912366
Scoring_Usage%,4.765685920577616,4.757747747747748,0.001665693661344803
TOV,56.42238267148014,56.48828828828829,0.0011680757473834416
TRB,184.41335740072202,184.98018018018018,0.0030736535978057177
TRB%,10.141142857142858,10.158745247148289,0.0017357402664957876
TRB_per_36,6.746768953068592,6.757099099099098,0.0015311249136233883
Team_Poss,8675.216967509024,8703.578810810812,0.0032692949822476923
Tm_AST,2035.7653429602888,2039.645045045045,0.001905770769785571
Tm_DRB,2541.9981949458484,2553.1495495495496,0.004386845996143142
Tm_FG,3221.4530685920577,3233.1171171171172,0.0036207414097630675
Tm_FGA,6901.422382671481,6922.949549549549,0.003119236250793826
Tm_FTA,1665.3519855595669,1675.0378378378377,0.005816099156369267
Tm_MP,18614.70938628159,18655.317117117116,0.002181486156611908
Tm_ORB,857.6877256317689,860.9873873873873,0.0038471598193712342
Tm_TOV,1041.0397111913358,1043.6126126126126,0.0024714728877464763
Tm_TRB,3399.6859205776173,3414.1369369369368,0.004250691592376343
True_Usage%,5.8864440433213,5.8747747747747745,0.001982396920898906
Turnover_Usage%,0.6492960288808665,0.6474234234234233,0.002884054998253916
USG%,18.508000000000003,18.530608365019013,0.001221545548898277
VORP,0.524,0.5290874524714829,0.009708878762353419
WS,2.2457142857142856,2.2541825095057035,0.003770837566151367
WS/48,0.07952380952380952,0.0797338403041825,0.002641105621423354
Years_of_Service,5.335740072202166,5.3495495495495495,0.002588109083372403
