CBA_PERIOD,MAX_PERCENTAGE_OF_CAP,YEAR,MAXIMUM_CONTRACT_SALARY,SEASON,YEARS_OF_SERVICE
2023_2030_2023_cba,0.35,2027,63706650,2027-28,25
2023_2030_2023_cba,0.25,2028,47780000,2028-29,0
2023_2030_2023_cba,0.25,2028,47780000,2028-29,1
2023_2030_2023_cba,0.25,2028,47780000,2028-29,2
2023_2030_2023_cba,0.25,2028,47780000,2028-29,3
2023_2030_2023_cba,0.25,2028,47780000,2028-29,4
2023_2030_2023_cba,0.25,2028,47780000,2028-29,5
2023_2030_2023_cba,0.25,2028,47780000,2028-29,6
2023_2030_2023_cba,0.3,2028,57336000,2028-29,7
2023_2030_2023_cba,0.3,2028,57336000,2028-29,8
2023_2030_2023_cba,0.3,2028,57336000,2028-29,9
2023_2030_2023_cba,0.35,2028,66892000,2028-29,10
2023_2030_2023_cba,0.35,2028,66892000,2028-29,11
2023_2030_2023_cba,0.35,2028,66892000,2028-29,12
2023_2030_2023_cba,0.35,2028,66892000,2028-29,13
2023_2030_2023_cba,0.35,2028,66892000,2028-29,14
2023_2030_2023_cba,0.35,2028,66892000,2028-29,15
2023_2030_2023_cba,0.35,2028,66892000,2028-29,16
2023_2030_2023_cba,0.35,2028,66892000,2028-29,17
2023_2030_2023_cba,0.35,2028,66892000,2028-29,18
2023_2030_2023_cba,0.35,2028,66892000,2028-29,19
2023_2030_2023_cba,0.35,2028,66892000,2028-29,20
2023_2030_2023_cba,0.35,2028,66892000,2028-29,21
2023_2030_2023_cba,0.35,2028,66892000,2028-29,22
2023_2030_2023_cba,0.35,2028,66892000,2028-29,23
2023_2030_2023_cba,0.35,2028,66892000,2028-29,24
2023_2030_2023_cba,0.35,2028,66892000,2028-29,25
2023_2030_2023_cba,0.25,2029,50169000,2029-30,0
2023_2030_2023_cba,0.25,2029,50169000,2029-30,1
2023_2030_2023_cba,0.25,2029,50169000,2029-30,2
2023_2030_2023_cba,0.25,2029,50169000,2029-30,3
2023_2030_2023_cba,0.25,2029,50169000,2029-30,4
2023_2030_2023_cba,0.25,2029,50169000,2029-30,5
2023_2030_2023_cba,0.25,2029,50169000,2029-30,6
2023_2030_2023_cba,0.3,2029,60202800,2029-30,7
2023_2030_2023_cba,0.3,2029,60202800,2029-30,8
2023_2030_2023_cba,0.3,2029,60202800,2029-30,9
2023_2030_2023_cba,0.35,2029,70236600,2029-30,10
2023_2030_2023_cba,0.35,2029,70236600,2029-30,11
2023_2030_2023_cba,0.35,2029,70236600,2029-30,12
2023_2030_2023_cba,0.35,2029,70236600,2029-30,13
2023_2030_2023_cba,0.35,2029,70236600,2029-30,14
2023_2030_2023_cba,0.35,2029,70236600,2029-30,15
2023_2030_2023_cba,0.35,2029,70236600,2029-30,16
2023_2030_2023_cba,0.35,2029,70236600,2029-30,17
2023_2030_2023_cba,0.35,2029,70236600,2029-30,18
2023_2030_2023_cba,0.35,2029,70236600,2029-30,19
2023_2030_2023_cba,0.35,2029,70236600,2029-30,20
2023_2030_2023_cba,0.35,2029,70236600,2029-30,21
2023_2030_2023_cba,0.35,2029,70236600,2029-30,22
2023_2030_2023_cba,0.35,2029,70236600,2029-30,23
2023_2030_2023_cba,0.35,2029,70236600,2029-30,24
2023_2030_2023_cba,0.35,2029,70236600,2029-30,25
2023_2030_2023_cba,0.25,2030,52677500,2030-31,0
2023_2030_2023_cba,0.25,2030,52677500,2030-31,1
2023_2030_2023_cba,0.25,2030,52677500,2030-31,2
2023_2030_2023_cba,0.25,2030,52677500,2030-31,3
2023_2030_2023_cba,0.25,2030,52677500,2030-31,4
2023_2030_2023_cba,0.25,2030,52677500,2030-31,5
2023_2030_2023_cba,0.25,2030,52677500,2030-31,6
2023_2030_2023_cba,0.3,2030,63213000,2030-31,7
2023_2030_2023_cba,0.3,2030,63213000,2030-31,8
2023_2030_2023_cba,0.3,2030,63213000,2030-31,9
2023_2030_2023_cba,0.35,2030,73748500,2030-31,10
2023_2030_2023_cba,0.35,2030,73748500,2030-31,11
2023_2030_2023_cba,0.35,2030,73748500,2030-31,12
2023_2030_2023_cba,0.35,2030,73748500,2030-31,13
2023_2030_2023_cba,0.35,2030,73748500,2030-31,14
2023_2030_2023_cba,0.35,2030,73748500,2030-31,15
2023_2030_2023_cba,0.35,2030,73748500,2030-31,16
2023_2030_2023_cba,0.35,2030,73748500,2030-31,17
2023_2030_2023_cba,0.35,2030,73748500,2030-31,18
2023_2030_2023_cba,0.35,2030,73748500,2030-31,19
2023_2030_2023_cba,0.35,2030,73748500,2030-31,20
2023_2030_2023_cba,0.35,2030,73748500,2030-31,21
2023_2030_2023_cba,0.35,2030,73748500,2030-31,22
2023_2030_2023_cba,0.35,2030,73748500,2030-31,23
2023_2030_2023_cba,0.35,2030,73748500,2030-31,24
2023_2030_2023_cba,0.35,2030,73748500,2030-31,25
